id,province_id,name,alt_name,latitude,longitude,province_name,display_name
3403,34,KABUPATEN GUNUNG KIDUL,KABUPATEN GUNUNG KIDUL,-7.98333,110.61667,Daerah Istimewa Yogyakarta,Gunung Kidul
3404,34,KABUPATEN SLEMAN,KABUPATEN SLEMAN,-7.68167,110.32333,Daerah Istimewa Yogyakarta,Sleman
3471,34,KOTA YOGYAKARTA,KOTA YOGYAKARTA,-7.8,110.375,Daerah Istimewa Yogyakarta,Kota Yogyakarta
3501,35,KABUPATEN PACITAN,KABUPATEN PACITAN,-8.13333,111.16667,Jawa Timur,Pacitan
3502,35,KABUPATEN PONOROGO,KABUPATEN PONOROGO,-7.93333,111.5,Jawa Timur,Ponorogo
3503,35,KABUPATEN TRENGGALEK,KABUPATEN TRENGGALEK,-8.16667,111.61667,Jawa Timur,Trenggalek
3504,35,KABUPATEN TULUNGAGUNG,KABUPATEN TULUNGAGUNG,-8.11667,111.91667,Jawa Timur,Tulungagung
3505,35,KABUPATEN BLITAR,KABUPATEN BLITAR,-8.13333,112.25,Jawa Timur,Blitar
3506,35,KABUPATEN KEDIRI,KABUPATEN KEDIRI,-7.83333,112.16667,Jawa Timur,Kediri
3507,35,KABUPATEN MALANG,KABUPATEN MALANG,-8.16667,112.66667,Jawa Timur,Malang
3508,35,KABUPATEN LUMAJANG,KABUPATEN LUMAJANG,-8.11667,113.15,Jawa Timur,Lumajang
3509,35,KABUPATEN JEMBER,KABUPATEN JEMBER,-8.25,113.65,Jawa Timur,Jember
3510,35,KABUPATEN BANYUWANGI,KABUPATEN BANYUWANGI,-8.33333,114.2,Jawa Timur,Banyuwangi
3511,35,KABUPATEN BONDOWOSO,KABUPATEN BONDOWOSO,-7.9404,113.9834,Jawa Timur,Bondowoso
3512,35,KABUPATEN SITUBONDO,KABUPATEN SITUBONDO,-7.71667,114.05,Jawa Timur,Situbondo
3513,35,KABUPATEN PROBOLINGGO,KABUPATEN PROBOLINGGO,-7.86667,113.31667,Jawa Timur,Probolinggo
3514,35,KABUPATEN PASURUAN,KABUPATEN PASURUAN,-7.73333,112.83333,Jawa Timur,Pasuruan
3515,35,KABUPATEN SIDOARJO,KABUPATEN SIDOARJO,-7.45,112.7,Jawa Timur,Sidoarjo
3516,35,KABUPATEN MOJOKERTO,KABUPATEN MOJOKERTO,-7.55,112.5,Jawa Timur,Mojokerto
3517,35,KABUPATEN JOMBANG,KABUPATEN JOMBANG,-7.55,112.25,Jawa Timur,Jombang
3518,35,KABUPATEN NGANJUK,KABUPATEN NGANJUK,-7.6,111.93333,Jawa Timur,Nganjuk
3519,35,KABUPATEN MADIUN,KABUPATEN MADIUN,-7.61667,111.65,Jawa Timur,Madiun
3520,35,KABUPATEN MAGETAN,KABUPATEN MAGETAN,-7.64472,111.35917,Jawa Timur,Magetan
3521,35,KABUPATEN NGAWI,KABUPATEN NGAWI,-7.47444,111.33444,Jawa Timur,Ngawi
3522,35,KABUPATEN BOJONEGORO,KABUPATEN BOJONEGORO,-7.25,111.8,Jawa Timur,Bojonegoro
3523,35,KABUPATEN TUBAN,KABUPATEN TUBAN,-6.96667,111.9,Jawa Timur,Tuban
3524,35,KABUPATEN LAMONGAN,KABUPATEN LAMONGAN,-7.13333,112.31667,Jawa Timur,Lamongan
3525,35,KABUPATEN GRESIK,KABUPATEN GRESIK,-7.1933,112.553,Jawa Timur,Gresik
3526,35,KABUPATEN BANGKALAN,KABUPATEN BANGKALAN,-7.05,112.93333,Jawa Timur,Bangkalan
3527,35,KABUPATEN SAMPANG,KABUPATEN SAMPANG,-7.05,113.25,Jawa Timur,Sampang
3528,35,KABUPATEN PAMEKASAN,KABUPATEN PAMEKASAN,-7.06667,113.5,Jawa Timur,Pamekasan
3529,35,KABUPATEN SUMENEP,KABUPATEN SUMENEP,-7.11667,114.33333,Jawa Timur,Sumenep
3571,35,KOTA KEDIRI,KOTA KEDIRI,-7.83333,112.01667,Jawa Timur,Kota Kediri
3572,35,KOTA BLITAR,KOTA BLITAR,-8.1,112.16667,Jawa Timur,Kota Blitar
3573,35,KOTA MALANG,KOTA MALANG,-7.975,112.63333,Jawa Timur,Kota Malang
3574,35,KOTA PROBOLINGGO,KOTA PROBOLINGGO,-7.78333,113.21667,Jawa Timur,Kota Probolinggo
3575,35,KOTA PASURUAN,KOTA PASURUAN,-7.65,112.9,Jawa Timur,Kota Pasuruan
3576,35,KOTA MOJOKERTO,KOTA MOJOKERTO,-7.46667,112.43333,Jawa Timur,Kota Mojokerto
3577,35,KOTA MADIUN,KOTA MADIUN,-7.63333,111.53333,Jawa Timur,Kota Madiun
3578,35,KOTA SURABAYA,KOTA SURABAYA,-7.26667,112.71667,Jawa Timur,Kota Surabaya
3579,35,KOTA BATU,KOTA BATU,-7.83272,112.53751,Jawa Timur,Kota Batu
3601,36,KABUPATEN PANDEGLANG,KABUPATEN PANDEGLANG,-6.63333,105.75,Banten,Pandeglang
3602,36,KABUPATEN LEBAK,KABUPATEN LEBAK,-6.65,106.21667,Banten,Lebak
3603,36,KABUPATEN TANGERANG,KABUPATEN TANGERANG,-6.2,106.46667,Banten,Tangerang
3604,36,KABUPATEN SERANG,KABUPATEN SERANG,-6.15,106.0,Banten,Serang
3671,36,KOTA TANGERANG,KOTA TANGERANG,-6.17944,106.62991,Banten,Kota Tangerang
3672,36,KOTA CILEGON,KOTA CILEGON,-6.01667,106.01667,Banten,Kota Cilegon
3673,36,KOTA SERANG,KOTA SERANG,-6.12563,106.14999,Banten,Kota Serang
3674,36,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,-6.29373,106.71244,Banten,Kota Tangerang Selatan
5101,51,KABUPATEN JEMBRANA,KABUPATEN JEMBRANA,-8.3,114.66667,Bali,Jembrana
5102,51,KABUPATEN TABANAN,KABUPATEN TABANAN,-8.43333,115.06667,Bali,Tabanan
5103,51,KABUPATEN BADUNG,KABUPATEN BADUNG,-8.51667,115.2,Bali,Badung
5104,51,KABUPATEN GIANYAR,KABUPATEN GIANYAR,-8.46667,115.28333,Bali,Gianyar
5105,51,KABUPATEN KLUNGKUNG,KABUPATEN KLUNGKUNG,-8.55,115.4,Bali,Klungkung
5106,51,KABUPATEN BANGLI,KABUPATEN BANGLI,-8.28333,115.35,Bali,Bangli
5107,51,KABUPATEN KARANG ASEM,KABUPATEN KARANG ASEM,-8.3891,115.5393,Bali,Karang Asem
5108,51,KABUPATEN BULELENG,KABUPATEN BULELENG,-8.25,114.96667,Bali,Buleleng
5171,51,KOTA DENPASAR,KOTA DENPASAR,-8.66667,115.21663,Bali,Kota Denpasar
5201,52,KABUPATEN LOMBOK BARAT,KABUPATEN LOMBOK BARAT,-8.69583,116.11667,Nusa Tenggara Barat,Lombok Barat
5202,52,KABUPATEN LOMBOK TENGAH,KABUPATEN LOMBOK TENGAH,-8.7,116.3,Nusa Tenggara Barat,Lombok Tengah
5203,52,KABUPATEN LOMBOK TIMUR,KABUPATEN LOMBOK TIMUR,-8.53333,116.53333,Nusa Tenggara Barat,Lombok Timur
5204,52,KABUPATEN SUMBAWA,KABUPATEN SUMBAWA,-8.7439,117.3324,Nusa Tenggara Barat,Sumbawa
5205,52,KABUPATEN DOMPU,KABUPATEN DOMPU,-8.5094,118.4816,Nusa Tenggara Barat,Dompu
5206,52,KABUPATEN BIMA,KABUPATEN BIMA,-8.6,118.61667,Nusa Tenggara Barat,Bima
5207,52,KABUPATEN SUMBAWA BARAT,KABUPATEN SUMBAWA BARAT,-8.75159,116.92132,Nusa Tenggara Barat,Sumbawa Barat
5208,52,KABUPATEN LOMBOK UTARA,KABUPATEN LOMBOK UTARA,-8.35214,116.40152,Nusa Tenggara Barat,Lombok Utara
5271,52,KOTA MATARAM,KOTA MATARAM,-8.5833,116.1167,Nusa Tenggara Barat,Kota Mataram
5272,52,KOTA BIMA,KOTA BIMA,-8.46728,118.75259,Nusa Tenggara Barat,Kota Bima
5301,53,KABUPATEN SUMBA BARAT,KABUPATEN SUMBA BARAT,-9.56667,119.45,Nusa Tenggara Timur,Sumba Barat
5302,53,KABUPATEN SUMBA TIMUR,KABUPATEN SUMBA TIMUR,-9.88333,120.25,Nusa Tenggara Timur,Sumba Timur
5303,53,KABUPATEN KUPANG,KABUPATEN KUPANG,-9.91667,123.83333,Nusa Tenggara Timur,Kupang
5304,53,KABUPATEN TIMOR TENGAH SELATAN,KABUPATEN TIMOR TENGAH SELATAN,-9.83333,124.4,Nusa Tenggara Timur,Timor Tengah Selatan
5305,53,KABUPATEN TIMOR TENGAH UTARA,KABUPATEN TIMOR TENGAH UTARA,-9.33136,124.51904,Nusa Tenggara Timur,Timor Tengah Utara
5306,53,KABUPATEN BELU,KABUPATEN BELU,-9.41258,124.95066,Nusa Tenggara Timur,Belu
5307,53,KABUPATEN ALOR,KABUPATEN ALOR,-8.3,124.56667,Nusa Tenggara Timur,Alor
5308,53,KABUPATEN LEMBATA,KABUPATEN LEMBATA,-8.41396,123.55225,Nusa Tenggara Timur,Lembata
5309,53,KABUPATEN FLORES TIMUR,KABUPATEN FLORES TIMUR,-8.24224,122.96817,Nusa Tenggara Timur,Flores Timur
5310,53,KABUPATEN SIKKA,KABUPATEN SIKKA,-8.66667,122.36667,Nusa Tenggara Timur,Sikka
5311,53,KABUPATEN ENDE,KABUPATEN ENDE,-8.84056,121.66389,Nusa Tenggara Timur,Ende
5312,53,KABUPATEN NGADA,KABUPATEN NGADA,-8.66667,121.0,Nusa Tenggara Timur,Ngada
5313,53,KABUPATEN MANGGARAI,KABUPATEN MANGGARAI,-8.56667,120.41667,Nusa Tenggara Timur,Manggarai
5314,53,KABUPATEN ROTE NDAO,KABUPATEN ROTE NDAO,-10.73617,123.12054,Nusa Tenggara Timur,Rote Ndao
5315,53,KABUPATEN MANGGARAI BARAT,KABUPATEN MANGGARAI BARAT,-8.64484,119.88281,Nusa Tenggara Timur,Manggarai Barat
5316,53,KABUPATEN SUMBA TENGAH,KABUPATEN SUMBA TENGAH,-9.62941,119.61914,Nusa Tenggara Timur,Sumba Tengah
5317,53,KABUPATEN SUMBA BARAT DAYA,KABUPATEN SUMBA BARAT DAYA,-9.56216,119.08905,Nusa Tenggara Timur,Sumba Barat Daya
5318,53,KABUPATEN NAGEKEO,KABUPATEN NAGEKEO,-8.8721,121.20963,Nusa Tenggara Timur,Nagekeo
5319,53,KABUPATEN MANGGARAI TIMUR,KABUPATEN MANGGARAI TIMUR,-8.55533,120.59761,Nusa Tenggara Timur,Manggarai Timur
5320,53,KABUPATEN SABU RAIJUA,KABUPATEN SABU RAIJUA,-10.56286,121.78894,Nusa Tenggara Timur,Sabu Raijua
5321,53,KABUPATEN MALAKA,KABUPATEN MALAKA,-9.5632,124.89481,Nusa Tenggara Timur,Malaka
5371,53,KOTA KUPANG,KOTA KUPANG,-10.21667,123.6,Nusa Tenggara Timur,Kota Kupang
6101,61,KABUPATEN SAMBAS,KABUPATEN SAMBAS,1.41667,109.33333,Kalimantan Barat,Sambas
6102,61,KABUPATEN BENGKAYANG,KABUPATEN BENGKAYANG,1.06911,109.66393,Kalimantan Barat,Bengkayang
6103,61,KABUPATEN LANDAK,KABUPATEN LANDAK,0.42373,109.75917,Kalimantan Barat,Landak
6104,61,KABUPATEN MEMPAWAH,KABUPATEN MEMPAWAH,0.25,109.16667,Kalimantan Barat,Mempawah
6105,61,KABUPATEN SANGGAU,KABUPATEN SANGGAU,0.25472,110.45,Kalimantan Barat,Sanggau
6106,61,KABUPATEN KETAPANG,KABUPATEN KETAPANG,-1.58333,110.5,Kalimantan Barat,Ketapang
6107,61,KABUPATEN SINTANG,KABUPATEN SINTANG,-0.08333,112.08333,Kalimantan Barat,Sintang
6108,61,KABUPATEN KAPUAS HULU,KABUPATEN KAPUAS HULU,0.81667,112.76667,Kalimantan Barat,Kapuas Hulu
6109,61,KABUPATEN SEKADAU,KABUPATEN SEKADAU,0.03485,110.95066,Kalimantan Barat,Sekadau
6110,61,KABUPATEN MELAWI,KABUPATEN MELAWI,-0.33617,111.698,Kalimantan Barat,Melawi
6111,61,KABUPATEN KAYONG UTARA,KABUPATEN KAYONG UTARA,-1.43711,110.79781,Kalimantan Barat,Kayong Utara
6112,61,KABUPATEN KUBU RAYA,KABUPATEN KUBU RAYA,0.01637,109.33731,Kalimantan Barat,Kubu Raya
6171,61,KOTA PONTIANAK,KOTA PONTIANAK,-0.08333,109.36667,Kalimantan Barat,Kota Pontianak
6172,61,KOTA SINGKAWANG,KOTA SINGKAWANG,0.90734,109.00103,Kalimantan Barat,Kota Singkawang
6201,62,KABUPATEN KOTAWARINGIN BARAT,KABUPATEN KOTAWARINGIN BARAT,-2.4,111.73333,Kalimantan Tengah,Kotawaringin Barat
6202,62,KABUPATEN KOTAWARINGIN TIMUR,KABUPATEN KOTAWARINGIN TIMUR,-2.08333,112.75,Kalimantan Tengah,Kotawaringin Timur
6203,62,KABUPATEN KAPUAS,KABUPATEN KAPUAS,-2.01667,114.38333,Kalimantan Tengah,Kapuas
6204,62,KABUPATEN BARITO SELATAN,KABUPATEN BARITO SELATAN,-1.86667,114.73333,Kalimantan Tengah,Barito Selatan
6205,62,KABUPATEN BARITO UTARA,KABUPATEN BARITO UTARA,-0.98333,115.1,Kalimantan Tengah,Barito Utara
6206,62,KABUPATEN SUKAMARA,KABUPATEN SUKAMARA,-2.62675,111.23681,Kalimantan Tengah,Sukamara
6207,62,KABUPATEN LAMANDAU,KABUPATEN LAMANDAU,-1.83828,111.2869,Kalimantan Tengah,Lamandau
6208,62,KABUPATEN SERUYAN,KABUPATEN SERUYAN,-2.33333,112.25,Kalimantan Tengah,Seruyan
6209,62,KABUPATEN KATINGAN,KABUPATEN KATINGAN,-2.06667,113.4,Kalimantan Tengah,Katingan
6210,62,KABUPATEN PULANG PISAU,KABUPATEN PULANG PISAU,-3.11858,113.8623,Kalimantan Tengah,Pulang Pisau
6211,62,KABUPATEN GUNUNG MAS,KABUPATEN GUNUNG MAS,-0.95,113.5,Kalimantan Tengah,Gunung Mas
6212,62,KABUPATEN BARITO TIMUR,KABUPATEN BARITO TIMUR,-1.93333,115.1,Kalimantan Tengah,Barito Timur
6213,62,KABUPATEN MURUNG RAYA,KABUPATEN MURUNG RAYA,-0.01667,114.26667,Kalimantan Tengah,Murung Raya
6271,62,KOTA PALANGKA RAYA,KOTA PALANGKA RAYA,-1.76979,113.73126,Kalimantan Tengah,Kota Palangka Raya
6301,63,KABUPATEN TANAH LAUT,KABUPATEN TANAH LAUT,-3.88333,114.86667,Kalimantan Selatan,Tanah Laut
6302,63,KABUPATEN KOTA BARU,KABUPATEN KOTA BARU,-3.0,116.0,Kalimantan Selatan,Kota Baru
6303,63,KABUPATEN BANJAR,KABUPATEN BANJAR,-3.31667,115.08333,Kalimantan Selatan,Banjar
6304,63,KABUPATEN BARITO KUALA,KABUPATEN BARITO KUALA,-3.08333,114.61667,Kalimantan Selatan,Barito Kuala
6305,63,KABUPATEN TAPIN,KABUPATEN TAPIN,-2.91667,115.03333,Kalimantan Selatan,Tapin
6306,63,KABUPATEN HULU SUNGAI SELATAN,KABUPATEN HULU SUNGAI SELATAN,-2.75,115.2,Kalimantan Selatan,Hulu Sungai Selatan
6307,63,KABUPATEN HULU SUNGAI TENGAH,KABUPATEN HULU SUNGAI TENGAH,-2.61667,115.41667,Kalimantan Selatan,Hulu Sungai Tengah
6308,63,KABUPATEN HULU SUNGAI UTARA,KABUPATEN HULU SUNGAI UTARA,-2.45,115.13333,Kalimantan Selatan,Hulu Sungai Utara
6309,63,KABUPATEN TABALONG,KABUPATEN TABALONG,-1.88333,115.5,Kalimantan Selatan,Tabalong
6310,63,KABUPATEN TANAH BUMBU,KABUPATEN TANAH BUMBU,-3.45413,115.70372,Kalimantan Selatan,Tanah Bumbu
6311,63,KABUPATEN BALANGAN,KABUPATEN BALANGAN,-2.32314,115.62922,Kalimantan Selatan,Balangan
6371,63,KOTA BANJARMASIN,KOTA BANJARMASIN,-3.32444,114.59102,Kalimantan Selatan,Kota Banjarmasin
6372,63,KOTA BANJAR BARU,KOTA BANJAR BARU,-3.41667,114.83333,Kalimantan Selatan,Kota Banjar Baru
6401,64,KABUPATEN PASER,KABUPATEN PASER,-1.43517,116.23535,Kalimantan Timur,Paser
6402,64,KABUPATEN KUTAI BARAT,KABUPATEN KUTAI BARAT,-0.59417,115.51575,Kalimantan Timur,Kutai Barat
6403,64,KABUPATEN KUTAI KARTANEGARA,KABUPATEN KUTAI KARTANEGARA,-0.44019,116.98139,Kalimantan Timur,Kutai Kartanegara
6404,64,KABUPATEN KUTAI TIMUR,KABUPATEN KUTAI TIMUR,1.03769,117.83112,Kalimantan Timur,Kutai Timur
6405,64,KABUPATEN BERAU,KABUPATEN BERAU,2.0,117.3,Kalimantan Timur,Berau
6409,64,KABUPATEN PENAJAM PASER UTARA,KABUPATEN PENAJAM PASER UTARA,-1.25,116.83333,Kalimantan Timur,Penajam Paser Utara
6411,64,KABUPATEN MAHAKAM HULU,KABUPATEN MAHAKAM HULU,0.37822,115.38048,Kalimantan Timur,Mahakam Hulu
6471,64,KOTA BALIKPAPAN,KOTA BALIKPAPAN,-1.16667,116.88333,Kalimantan Timur,Kota Balikpapan
6472,64,KOTA SAMARINDA,KOTA SAMARINDA,-0.43333,117.18333,Kalimantan Timur,Kota Samarinda
6474,64,KOTA BONTANG,KOTA BONTANG,0.12526,117.49603,Kalimantan Timur,Kota Bontang
6501,65,KABUPATEN MALINAU,KABUPATEN MALINAU,2.45,115.68333,Kalimantan Utara,Malinau
6502,65,KABUPATEN BULUNGAN,KABUPATEN BULUNGAN,3.0,117.16667,Kalimantan Utara,Bulungan
6503,65,KABUPATEN TANA TIDUNG,KABUPATEN TANA TIDUNG,3.55,117.25,Kalimantan Utara,Tana Tidung
6504,65,KABUPATEN NUNUKAN,KABUPATEN NUNUKAN,4.13333,116.7,Kalimantan Utara,Nunukan
6571,65,KOTA TARAKAN,KOTA TARAKAN,3.36667,117.6,Kalimantan Utara,Kota Tarakan
7101,71,KABUPATEN BOLAANG MONGONDOW,KABUPATEN BOLAANG MONGONDOW,0.75,124.08333,Sulawesi Utara,Bolaang Mongondow
7102,71,KABUPATEN MINAHASA,KABUPATEN MINAHASA,1.2537,124.83,Sulawesi Utara,Minahasa
7103,71,KABUPATEN KEPULAUAN SANGIHE,KABUPATEN KEPULAUAN SANGIHE,3.5,125.55,Sulawesi Utara,Kepulauan Sangihe
7104,71,KABUPATEN KEPULAUAN TALAUD,KABUPATEN KEPULAUAN TALAUD,4.31178,126.78085,Sulawesi Utara,Kepulauan Talaud
7105,71,KABUPATEN MINAHASA SELATAN,KABUPATEN MINAHASA SELATAN,1.21291,124.59708,Sulawesi Utara,Minahasa Selatan
7106,71,KABUPATEN MINAHASA UTARA,KABUPATEN MINAHASA UTARA,1.4025,124.96,Sulawesi Utara,Minahasa Utara
7107,71,KABUPATEN BOLAANG MONGONDOW UTARA,KABUPATEN BOLAANG MONGONDOW UTARA,0.78527,123.41766,Sulawesi Utara,Bolaang Mongondow Utara
7108,71,KABUPATEN SIAU TAGULANDANG BIARO,KABUPATEN SIAU TAGULANDANG BIARO,2.11728,125.37512,Sulawesi Utara,Siau Tagulandang Biaro
7109,71,KABUPATEN MINAHASA TENGGARA,KABUPATEN MINAHASA TENGGARA,1.05633,124.7925,Sulawesi Utara,Minahasa Tenggara
7110,71,KABUPATEN BOLAANG MONGONDOW SELATAN,KABUPATEN BOLAANG MONGONDOW SELATAN,0.40912,123.75961,Sulawesi Utara,Bolaang Mongondow Selatan
7111,71,KABUPATEN BOLAANG MONGONDOW TIMUR,KABUPATEN BOLAANG MONGONDOW TIMUR,0.72073,124.50256,Sulawesi Utara,Bolaang Mongondow Timur
7171,71,KOTA MANADO,KOTA MANADO,1.51667,124.88333,Sulawesi Utara,Kota Manado
7172,71,KOTA BITUNG,KOTA BITUNG,1.48333,125.15,Sulawesi Utara,Kota Bitung
7173,71,KOTA TOMOHON,KOTA TOMOHON,1.31307,124.83404,Sulawesi Utara,Kota Tomohon
7174,71,KOTA KOTAMOBAGU,KOTA KOTAMOBAGU,0.68915,124.32678,Sulawesi Utara,Kota Kotamobagu
7201,72,KABUPATEN BANGGAI KEPULAUAN,KABUPATEN BANGGAI KEPULAUAN,-1.6424,123.54881,Sulawesi Tengah,Banggai Kepulauan
7202,72,KABUPATEN BANGGAI,KABUPATEN BANGGAI,-1.2835,122.8892,Sulawesi Tengah,Banggai
7203,72,KABUPATEN MOROWALI,KABUPATEN MOROWALI,-1.89342,121.25473,Sulawesi Tengah,Morowali
7204,72,KABUPATEN POSO,KABUPATEN POSO,-1.65,120.5,Sulawesi Tengah,Poso
7205,72,KABUPATEN DONGGALA,KABUPATEN DONGGALA,-0.58333,119.85,Sulawesi Tengah,Donggala
7206,72,KABUPATEN TOLI-TOLI,KABUPATEN TOLI-TOLI,1.30862,120.88643,Sulawesi Tengah,Toli-Toli
7207,72,KABUPATEN BUOL,KABUPATEN BUOL,0.75,120.75,Sulawesi Tengah,Buol
7208,72,KABUPATEN PARIGI MOUTONG,KABUPATEN PARIGI MOUTONG,0.3368,120.17841,Sulawesi Tengah,Parigi Moutong
7209,72,KABUPATEN TOJO UNA-UNA,KABUPATEN TOJO UNA-UNA,-1.2036,121.48201,Sulawesi Tengah,Tojo Una-Una
7210,72,KABUPATEN SIGI,KABUPATEN SIGI,-1.385,119.96694,Sulawesi Tengah,Sigi
7211,72,KABUPATEN BANGGAI LAUT,KABUPATEN BANGGAI LAUT,-1.61841,123.49388,Sulawesi Tengah,Banggai Laut
7212,72,KABUPATEN MOROWALI UTARA,KABUPATEN MOROWALI UTARA,-1.7207,121.24649,Sulawesi Tengah,Morowali Utara
7271,72,KOTA PALU,KOTA PALU,-0.86972,119.9,Sulawesi Tengah,Kota Palu
7301,73,KABUPATEN KEPULAUAN SELAYAR,KABUPATEN KEPULAUAN SELAYAR,-6.81667,120.8,Sulawesi Selatan,Kepulauan Selayar
7302,73,KABUPATEN BULUKUMBA,KABUPATEN BULUKUMBA,-5.41667,120.23333,Sulawesi Selatan,Bulukumba
7303,73,KABUPATEN BANTAENG,KABUPATEN BANTAENG,-5.48333,119.98333,Sulawesi Selatan,Bantaeng
7304,73,KABUPATEN JENEPONTO,KABUPATEN JENEPONTO,-5.63333,119.73333,Sulawesi Selatan,Jeneponto
7305,73,KABUPATEN TAKALAR,KABUPATEN TAKALAR,-5.41667,119.51667,Sulawesi Selatan,Takalar
7306,73,KABUPATEN GOWA,KABUPATEN GOWA,-5.31667,119.75,Sulawesi Selatan,Gowa
7307,73,KABUPATEN SINJAI,KABUPATEN SINJAI,-5.21667,120.15,Sulawesi Selatan,Sinjai
7308,73,KABUPATEN MAROS,KABUPATEN MAROS,-5.05,119.71667,Sulawesi Selatan,Maros
7309,73,KABUPATEN PANGKAJENE DAN KEPULAUAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,-4.7827,119.5506,Sulawesi Selatan,Pangkajene Dan Kepulauan
7310,73,KABUPATEN BARRU,KABUPATEN BARRU,-4.43333,119.68333,Sulawesi Selatan,Barru
7311,73,KABUPATEN BONE,KABUPATEN BONE,-4.7,120.13333,Sulawesi Selatan,Bone
7312,73,KABUPATEN SOPPENG,KABUPATEN SOPPENG,-4.3842,119.89,Sulawesi Selatan,Soppeng
7313,73,KABUPATEN WAJO,KABUPATEN WAJO,-4.0,120.16667,Sulawesi Selatan,Wajo
7314,73,KABUPATEN SIDENRENG RAPPANG,KABUPATEN SIDENRENG RAPPANG,-3.85,119.96667,Sulawesi Selatan,Sidenreng Rappang
7315,73,KABUPATEN PINRANG,KABUPATEN PINRANG,-3.61667,119.6,Sulawesi Selatan,Pinrang
7316,73,KABUPATEN ENREKANG,KABUPATEN ENREKANG,-3.5,119.86667,Sulawesi Selatan,Enrekang
7317,73,KABUPATEN LUWU,KABUPATEN LUWU,-2.5577,121.3242,Sulawesi Selatan,Luwu
7318,73,KABUPATEN TANA TORAJA,KABUPATEN TANA TORAJA,-3.0024,119.79655,Sulawesi Selatan,Tana Toraja
7322,73,KABUPATEN LUWU UTARA,KABUPATEN LUWU UTARA,-2.6,120.25,Sulawesi Selatan,Luwu Utara
7325,73,KABUPATEN LUWU TIMUR,KABUPATEN LUWU TIMUR,-2.50957,120.3978,Sulawesi Selatan,Luwu Timur
7326,73,KABUPATEN TORAJA UTARA,KABUPATEN TORAJA UTARA,-2.92738,119.79218,Sulawesi Selatan,Toraja Utara
7371,73,KOTA MAKASSAR,KOTA MAKASSAR,-5.15,119.45,Sulawesi Selatan,Kota Makassar
7372,73,KOTA PARE-PARE,KOTA PARE-PARE,-4.03333,119.65,Sulawesi Selatan,Kota Pare-Pare
7373,73,KOTA PALOPO,KOTA PALOPO,-2.97841,120.11078,Sulawesi Selatan,Kota Palopo
7401,74,KABUPATEN BUTON,KABUPATEN BUTON,-5.31667,122.58333,Sulawesi Tenggara,Buton
7402,74,KABUPATEN MUNA,KABUPATEN MUNA,-4.96667,122.66667,Sulawesi Tenggara,Muna
7403,74,KABUPATEN KONAWE,KABUPATEN KONAWE,-3.91717,122.08823,Sulawesi Tenggara,Konawe
7404,74,KABUPATEN KOLAKA,KABUPATEN KOLAKA,-4.08333,121.66667,Sulawesi Tenggara,Kolaka
7405,74,KABUPATEN KONAWE SELATAN,KABUPATEN KONAWE SELATAN,-4.19191,122.44854,Sulawesi Tenggara,Konawe Selatan
7406,74,KABUPATEN BOMBANA,KABUPATEN BOMBANA,-4.6257,121.81641,Sulawesi Tenggara,Bombana
7407,74,KABUPATEN WAKATOBI,KABUPATEN WAKATOBI,-5.31934,123.5948,Sulawesi Tenggara,Wakatobi
7408,74,KABUPATEN KOLAKA UTARA,KABUPATEN KOLAKA UTARA,-3.10452,121.12427,Sulawesi Tenggara,Kolaka Utara
7409,74,KABUPATEN BUTON UTARA,KABUPATEN BUTON UTARA,-5.01457,122.93015,Sulawesi Tenggara,Buton Utara
7410,74,KABUPATEN KONAWE UTARA,KABUPATEN KONAWE UTARA,-3.41552,121.99081,Sulawesi Tenggara,Konawe Utara
7411,74,KABUPATEN KOLAKA TIMUR,KABUPATEN KOLAKA TIMUR,-4.01807,121.86172,Sulawesi Tenggara,Kolaka Timur
7412,74,KABUPATEN KONAWE KEPULAUAN,KABUPATEN KONAWE KEPULAUAN,-4.11656,123.10181,Sulawesi Tenggara,Konawe Kepulauan
7413,74,KABUPATEN MUNA BARAT,KABUPATEN MUNA BARAT,-4.83333,122.48333,Sulawesi Tenggara,Muna Barat
7414,74,KABUPATEN BUTON TENGAH,KABUPATEN BUTON TENGAH,-5.31667,122.33333,Sulawesi Tenggara,Buton Tengah
7415,74,KABUPATEN BUTON SELATAN,KABUPATEN BUTON SELATAN,-5.56667,122.7,Sulawesi Tenggara,Buton Selatan
7471,74,KOTA KENDARI,KOTA KENDARI,-3.98333,122.5,Sulawesi Tenggara,Kota Kendari
7472,74,KOTA BAUBAU,KOTA BAUBAU,-5.477,122.6166,Sulawesi Tenggara,Kota Baubau
7501,75,KABUPATEN BOALEMO,KABUPATEN BOALEMO,0.62689,122.3568,Gorontalo,Boalemo
7502,75,KABUPATEN GORONTALO,KABUPATEN GORONTALO,0.5728,122.2337,Gorontalo,Gorontalo
7503,75,KABUPATEN POHUWATO,KABUPATEN POHUWATO,0.7098,121.59582,Gorontalo,Pohuwato
7504,75,KABUPATEN BONE BOLANGO,KABUPATEN BONE BOLANGO,0.50296,123.27501,Gorontalo,Bone Bolango
7505,75,KABUPATEN GORONTALO UTARA,KABUPATEN GORONTALO UTARA,0.77,122.31667,Gorontalo,Gorontalo Utara
7571,75,KOTA GORONTALO,KOTA GORONTALO,0.53333,123.1,Gorontalo,Kota Gorontalo
